img_name,mean,std
31N_4169_3944_13-2018-04-21,"[474.93393325805664, 838.1518278121948, 881.6031789779663, 2712.5474967956543]","[92.3127299722914, 100.6849153569678, 276.9919788269336, 275.0238595330308]"
31N_4169_3944_13-2018-04-28,"[469.4235830307007, 841.6020803451538, 895.5249376296997, 2760.4415159225464]","[92.32039567132398, 107.35895722869682, 288.01950482690916, 292.7170488745929]"
31N_4169_3944_13-2018-05-01,"[462.37756729125977, 838.0430536270142, 884.5744791030884, 2785.314944267273]","[95.26078025552407, 109.00450690752922, 292.0630294586116, 302.0940351560591]"
31N_4169_3944_13-2018-05-07,"[450.0521078109741, 834.0007266998291, 870.2473964691162, 2809.1399326324463]","[99.55817991550819, 110.79474327413948, 299.7433612586118, 310.462526999038]"
31N_4169_3944_13-2018-05-14,"[435.17329120635986, 827.1059627532959, 851.6710443496704, 2848.6102228164673]","[104.22284333080147, 113.08973786015662, 306.4054938862807, 326.076933606983]"
31N_4169_3944_13-2018-05-21,"[422.71453762054443, 820.211724281311, 836.6279401779175, 2881.1995573043823]","[108.4862231628593, 116.2271910258595, 312.2438979124297, 344.87570074138756]"
31N_4169_3944_13-2018-05-28,"[413.3168134689331, 808.3096933364868, 829.2102708816528, 2895.5574140548706]","[114.68786836659635, 123.65539031488846, 322.3078184964697, 368.72781660370157]"
31N_4169_3944_13-2018-06-01,"[414.8950309753418, 800.9764862060547, 837.6455917358398, 2886.8773918151855]","[128.0030709444754, 137.01541259221523, 342.7742225320752, 414.5146404287608]"
31N_4169_3944_13-2018-06-07,"[396.86779594421387, 786.0429544448853, 816.4332542419434, 2909.3271160125732]","[123.97798643167394, 138.12969970402344, 342.9770440721999, 427.4698983232808]"
31N_4169_3944_13-2018-06-14,"[396.34630489349365, 744.8163862228394, 774.7569923400879, 2918.051594734192]","[113.12268027922251, 155.3364672807185, 336.32008974086267, 497.05387128966606]"
31N_4169_3944_13-2018-06-21,"[365.9102621078491, 742.4118795394897, 761.5078678131104, 2973.58038520813]","[129.0472103305613, 162.1642939246739, 357.2519748239286, 523.1042977800722]"
31N_4169_3944_13-2018-06-28,"[378.16090965270996, 777.1748933792114, 798.0960807800293, 3013.072292327881]","[139.14695443257867, 154.00308356813895, 356.4508757486093, 523.2162647334809]"
31N_4169_3944_13-2018-07-01,"[377.33008766174316, 777.4455661773682, 796.1433448791504, 3034.602481842041]","[140.96758445979518, 156.49839829129886, 360.3458419315868, 532.0830108938046]"
31N_4169_3944_13-2018-07-07,"[365.30782413482666, 770.7673816680908, 775.7300567626953, 3134.7428588867188]","[140.85472860246048, 162.89670816881434, 366.73978981797535, 583.7741611802611]"
31N_4169_3944_13-2018-07-14,"[360.7011938095093, 768.7330598831177, 767.7257995605469, 3148.914450645447]","[142.7485273881357, 164.35193577985885, 368.83503563518747, 591.4287061514574]"
31N_4169_3944_13-2018-07-21,"[354.65415954589844, 765.3834457397461, 758.0082359313965, 3158.830412864685]","[144.8236613194718, 165.82823154034338, 371.69984566256403, 599.4097137805869]"
31N_4169_3944_13-2018-07-28,"[348.88346576690674, 762.0683336257935, 747.9848127365112, 3166.1006059646606]","[147.42138947730683, 167.51052459188162, 375.58282510058297, 611.4564561536675]"
31N_4169_3944_13-2018-08-01,"[345.65100860595703, 760.3772850036621, 742.4663467407227, 3168.691782951355]","[149.5524018180982, 168.738607566079, 378.7398851818482, 621.1425403311936]"
31N_4169_3944_13-2018-08-07,"[341.32168674468994, 757.8615398406982, 734.3950681686401, 3170.079511642456]","[152.41977866065454, 170.34164755913648, 383.25516483195446, 631.905818723281]"
31N_4169_3944_13-2018-08-14,"[309.7701721191406, 726.3414077758789, 672.842321395874, 3249.8428678512573]","[161.77883660959395, 183.65351802227133, 404.3176383483314, 644.597419310828]"
31N_4169_3944_13-2018-08-21,"[314.34433364868164, 723.249345779419, 681.4598407745361, 3262.712073326111]","[157.75826898564335, 185.21593368690986, 411.4689832227603, 667.5315043556249]"
31N_4169_3944_13-2018-08-28,"[312.6969680786133, 720.3852653503418, 675.7349700927734, 3259.1356649398804]","[159.49637934183974, 185.69865561288745, 415.00637663472634, 672.7813081278289]"
31N_4169_3944_13-2018-09-01,"[313.2037763595581, 719.2813243865967, 673.8424196243286, 3254.8647089004517]","[160.45561787385301, 186.09401465490942, 417.23510998259525, 675.47051404798]"
31N_4169_3944_13-2018-09-07,"[335.8287868499756, 737.4578695297241, 714.0135669708252, 3177.7915363311768]","[172.66815644402413, 193.7315660648608, 435.8937614884026, 716.1830554933285]"
31N_4169_3944_13-2018-09-14,"[336.37350368499756, 733.9566869735718, 714.8820180892944, 3154.8848400115967]","[173.80764416246504, 194.76809070641266, 441.5600663720539, 723.6120404090832]"
31N_4169_3944_13-2018-09-21,"[344.84287548065186, 736.9577655792236, 720.7804250717163, 3137.0037908554077]","[174.58887819597248, 192.80731061040436, 434.5411459904327, 734.2719524648581]"
31N_4169_3944_13-2018-09-28,"[357.65380001068115, 741.5096406936646, 733.8147888183594, 3109.791989326477]","[175.30720062275142, 191.62224921908418, 443.48029355486545, 716.8012410078844]"
31N_4169_3944_13-2018-10-01,"[351.6069402694702, 733.2769289016724, 722.0151319503784, 3097.8351497650146]","[169.0683941058791, 184.55907871347057, 434.57889072346927, 700.5850757111859]"
31N_4169_3944_13-2018-10-07,"[347.6296224594116, 726.7594022750854, 710.218165397644, 3118.7152881622314]","[165.37578914118123, 180.3236409619433, 427.27081922966835, 668.4688538972573]"
31N_4169_3944_13-2018-10-14,"[363.17773723602295, 730.4655466079712, 752.2234535217285, 3078.650647163391]","[213.3308178791623, 223.44245879810714, 493.8645359950141, 794.7676256984774]"
31N_4169_3944_13-2018-10-21,"[375.42591381073, 735.1892623901367, 769.4772539138794, 3028.414610862732]","[208.0319913017205, 217.54734271155996, 486.3159228077907, 757.3159411220744]"
31N_4169_3944_13-2018-10-28,"[391.0746841430664, 748.8466720581055, 783.0442762374878, 2955.422803878784]","[181.136465667577, 188.9394487400912, 446.0822245658689, 643.3265698500323]"
31N_4169_3944_13-2018-11-01,"[399.05002784729004, 755.5642004013062, 792.2217864990234, 2914.9333896636963]","[170.7496278226469, 177.6075018817272, 431.86581182058427, 589.3036399071976]"
31N_4169_3944_13-2018-11-07,"[405.6407356262207, 762.9607915878296, 794.1389064788818, 2840.89204120636]","[149.73743345032295, 157.99486367117348, 408.93617363958, 477.77202176147]"
31N_4169_3944_13-2018-11-14,"[436.2144250869751, 780.8258819580078, 847.5425081253052, 2768.270402908325]","[132.18000378088294, 145.12128709952134, 380.4146343511962, 413.8453296572755]"
31N_4169_3944_13-2018-11-21,"[465.7992067337036, 799.4911870956421, 886.9317941665649, 2698.5892581939697]","[103.4505347602678, 126.19821971145387, 334.1710563011263, 337.74321646265696]"
31N_4169_3944_13-2018-11-28,"[491.2524633407593, 810.0080003738403, 930.6301288604736, 2647.7495336532593]","[89.7030841174777, 118.96477075183003, 311.4712307411698, 308.3739686418657]"
31N_4169_3944_13-2018-12-01,"[504.46289920806885, 816.0216274261475, 952.1294097900391, 2624.494975090027]","[88.0668098292191, 120.22566196346368, 311.73066676502884, 306.07217652660324]"
31N_4169_3944_13-2018-12-07,"[536.7823486328125, 834.8856592178345, 995.3512239456177, 2562.5868034362793]","[74.57813451866011, 103.13570974565759, 283.9484348303172, 280.9922057512389]"
31N_4169_3944_13-2018-12-14,"[544.7136726379395, 851.9211187362671, 1026.734411239624, 2522.5519428253174]","[107.94227526015811, 140.55268082809744, 331.08972370918224, 300.4911583392825]"
31N_4169_3944_13-2018-12-21,"[571.0375156402588, 868.5667886734009, 1056.8508672714233, 2497.479588508606]","[85.14703561306449, 114.4336164289026, 283.1282272627709, 281.84606124472134]"
31N_4169_3944_13-2018-12-28,"[629.4780569076538, 908.5484066009521, 1119.7048845291138, 2454.7561359405518]","[80.39217299509721, 117.17488898199277, 283.60602732957153, 252.325649965828]"
31N_4169_3944_13-2019-01-01,"[620.6963682174683, 904.1539115905762, 1115.116123199463, 2402.1205673217773]","[114.06170707702717, 158.7921591714626, 337.337154116336, 334.32686486054223]"
31N_4169_3944_13-2019-01-07,"[566.4931707382202, 857.6570997238159, 1091.1088247299194, 2317.5394105911255]","[109.66581233920915, 155.1943637185938, 322.0134064195148, 317.3576615655952]"
31N_4169_3944_13-2019-01-14,"[630.1788139343262, 906.410472869873, 1130.641550064087, 2303.7121591567993]","[88.37982327728717, 126.39049789511405, 264.2658308953056, 260.14855835323465]"
31N_4169_3944_13-2019-01-21,"[592.385087966919, 871.7327556610107, 1088.1152276992798, 2290.9520330429077]","[87.11905974897833, 128.68753665809732, 274.55538928202304, 286.65190053909964]"
31N_4169_3944_13-2019-01-28,"[578.7792119979858, 848.5999517440796, 1059.7409973144531, 2196.363157272339]","[72.29529861969009, 109.15365168673691, 236.9562412076215, 241.09024667611064]"
31N_4169_3944_13-2019-02-01,"[571.5199880599976, 837.8190832138062, 1048.22975730896, 2152.9194803237915]","[68.71419449379573, 102.64451714704336, 222.36734686795882, 228.57466479205263]"
31N_4169_3944_13-2019-02-07,"[545.3624324798584, 809.5226402282715, 1014.9737577438354, 2085.5210933685303]","[55.9202540052463, 82.34944007813449, 192.7058618797463, 211.24568356377463]"
31N_4169_3944_13-2019-02-14,"[531.1214637756348, 803.5910329818726, 1001.6573657989502, 2105.131251335144]","[54.947109921565485, 87.60905380256384, 207.6570648867851, 243.2863973638184]"
31N_4169_3944_13-2019-02-21,"[537.2081184387207, 810.5785818099976, 1003.0396842956543, 2139.5587673187256]","[59.7488386027682, 93.96161498392199, 214.88628626028367, 262.97899110566794]"
31N_4169_3944_13-2019-02-28,"[544.5808067321777, 817.821081161499, 1005.4750099182129, 2159.8431224823]","[62.75552859844966, 95.9682274585223, 214.9543360747301, 268.3932477150766]"
31N_4169_3944_13-2019-03-01,"[544.749608039856, 818.0138006210327, 1004.883710861206, 2162.5064964294434]","[62.78694265513449, 95.85967973402916, 214.67422651752605, 269.518883338611]"
31N_4169_3944_13-2019-03-07,"[543.7177610397339, 817.6726522445679, 999.6668748855591, 2179.1673736572266]","[62.25824476635616, 94.84982663044896, 212.5309724475065, 276.65288166903485]"
31N_4169_3944_13-2019-03-14,"[541.2175493240356, 816.0756502151489, 993.1836709976196, 2198.1161041259766]","[61.677919598907074, 93.6560734115361, 210.57130550781534, 285.3143925231457]"
31N_4169_3944_13-2019-03-21,"[537.4792804718018, 814.0394840240479, 985.5493230819702, 2219.057963371277]","[60.98602567797683, 92.64340609470071, 209.20858215070467, 294.2009193208379]"
31N_4169_3944_13-2019-03-28,"[533.0624952316284, 811.1302900314331, 977.158200263977, 2242.1742277145386]","[60.52822334017237, 91.74898046663085, 208.73131646234657, 302.8286621302576]"
31N_4169_3944_13-2019-04-01,"[530.0826511383057, 809.3651103973389, 972.1237831115723, 2255.4289045333862]","[60.38982971343992, 91.57486895419747, 208.6844602878077, 307.1541312268601]"
31N_4169_3944_13-2019-04-07,"[525.4568309783936, 806.5203657150269, 964.3456335067749, 2275.0876140594482]","[60.28828317093628, 91.20079722249571, 208.91095133743084, 312.7967308298245]"
31N_4169_3944_13-2019-04-14,"[519.1595735549927, 802.590708732605, 954.2493114471436, 2298.1320037841797]","[60.471494393419, 90.66856169832678, 209.4603138129354, 318.41094214649274]"
31N_4169_3944_13-2019-04-21,"[512.1640338897705, 798.491660118103, 943.7148628234863, 2321.527847290039]","[61.05101061150007, 90.84991907100256, 211.43627295481858, 323.1936470246228]"
31N_4169_3944_13-2019-04-28,"[502.1490173339844, 791.5034618377686, 930.5805044174194, 2342.181926727295]","[61.02369076019006, 90.06520572827506, 212.58762745723516, 324.5257855927227]"
31N_4169_3944_13-2019-05-01,"[483.1848392486572, 776.5362119674683, 913.6034069061279, 2349.7307052612305]","[57.9044604435239, 86.35678505294037, 211.01433631498196, 322.3662137044938]"
31N_4169_3944_13-2019-05-07,"[474.3302335739136, 770.7988023757935, 902.1935691833496, 2369.830062866211]","[57.583792074451665, 85.30119091231192, 211.65536728380323, 323.29994325434086]"
31N_4169_3944_13-2019-05-14,"[466.261812210083, 766.7831735610962, 889.7949542999268, 2398.1945848464966]","[60.4467137339872, 87.79037344279494, 218.58898348176828, 334.5009594840695]"
31N_4169_3944_13-2019-05-21,"[474.9530029296875, 776.7485513687134, 886.73570728302, 2422.400870323181]","[67.80229293007032, 93.0597231730515, 225.15960904179255, 335.4507719526645]"
31N_4169_3944_13-2019-05-28,"[465.47691440582275, 771.686806678772, 871.2899856567383, 2445.5925397872925]","[70.83024840163547, 94.43360054716236, 230.16059598007527, 337.50194939001165]"
31N_4169_3944_13-2019-06-01,"[459.2854337692261, 768.533317565918, 861.5035543441772, 2459.6422605514526]","[75.21570017698588, 96.66533714134171, 236.1647834982676, 343.2796845722595]"
31N_4169_3944_13-2019-06-07,"[433.05303382873535, 747.2859048843384, 837.2286958694458, 2465.559150695801]","[74.11704504024924, 94.23573204695036, 237.81026678971594, 331.1928617050781]"
31N_4169_3944_13-2019-06-14,"[423.09580421447754, 737.7577228546143, 823.6347560882568, 2458.144546508789]","[76.79006718401394, 92.11178103997534, 244.0726750375251, 333.7000396186847]"
31N_4169_3944_13-2019-06-21,"[403.7718200683594, 709.0105962753296, 794.3968353271484, 2297.5334463119507]","[67.121800968063, 69.29189195241383, 245.02780527653817, 327.9838637665688]"
31N_4169_3944_13-2019-06-28,"[404.5040035247803, 727.476240158081, 817.3196840286255, 2557.4662895202637]","[145.05362305504428, 132.58943970879582, 393.92477866677905, 460.3099962366094]"
31N_4169_3944_13-2019-07-01,"[394.71722412109375, 716.6080675125122, 807.4875469207764, 2588.1943740844727]","[138.00751581166875, 126.70512741794212, 385.5950534678731, 486.46835520374293]"
31N_4169_3944_13-2019-07-07,"[374.23304271698, 696.5763845443726, 764.6565103530884, 2694.648956298828]","[138.38708183516403, 124.8339009663889, 375.94846570215987, 559.2524040967003]"
31N_4169_3944_13-2019-07-14,"[370.9769878387451, 693.9229850769043, 757.1553621292114, 2749.821237564087]","[140.8343908298257, 126.72858868310765, 375.72108921230694, 579.4983193022589]"
31N_4169_3944_13-2019-07-21,"[362.25543880462646, 683.6110563278198, 740.1687917709351, 2789.969506263733]","[137.49089440620818, 125.42907547947209, 368.81096697124997, 597.1495858397767]"
31N_4169_3944_13-2019-07-28,"[357.3248414993286, 680.0644807815552, 731.0559453964233, 2817.527271270752]","[138.60722448022582, 126.63359040406688, 368.94224055849145, 608.0278918118912]"
31N_4169_3944_13-2019-08-01,"[354.5269899368286, 678.0056581497192, 725.8576927185059, 2832.8148136138916]","[139.3401004500956, 127.53612361656248, 369.23467358800065, 613.9762612517069]"
31N_4169_3944_13-2019-08-07,"[350.5998229980469, 675.2044200897217, 718.2484130859375, 2853.4423809051514]","[140.59923386360697, 128.7843974137444, 369.8628824167498, 622.3931504148857]"
31N_4169_3944_13-2019-08-14,"[346.6218042373657, 672.2160387039185, 709.3498859405518, 2875.469892501831]","[141.8794954202477, 130.29667895068656, 370.99252940718446, 631.6122617386449]"
31N_4169_3944_13-2019-08-21,"[342.96996307373047, 669.6041126251221, 701.0224666595459, 2893.9407272338867]","[143.27160311192063, 131.82815194757478, 372.4793288297164, 639.4891555872365]"
31N_4169_3944_13-2019-08-28,"[339.8314275741577, 667.3431396484375, 693.1604280471802, 2909.9781789779663]","[144.83416806545824, 133.4801045341063, 374.3646772252786, 646.599201437496]"
31N_4169_3944_13-2019-09-01,"[338.1651210784912, 666.4637994766235, 689.2247180938721, 2917.4854793548584]","[145.72302211887833, 134.38791930743582, 375.50510196899404, 649.8505142970857]"
31N_4169_3944_13-2019-09-07,"[336.07070541381836, 665.3625316619873, 683.7966613769531, 2926.70339012146]","[147.23857184364348, 135.72737514200603, 377.52008684154686, 653.9859053007165]"
31N_4169_3944_13-2019-09-14,"[334.41609954833984, 664.3770942687988, 678.3392925262451, 2935.473720550537]","[149.05186454778197, 137.42121389086148, 380.39709305016135, 657.928857282085]"
31N_4169_3944_13-2019-09-21,"[334.55993461608887, 664.2725582122803, 674.3891181945801, 2939.383602142334]","[150.06626813431947, 138.98488225099797, 383.40678466291257, 659.9215622136517]"
31N_4169_3944_13-2019-09-28,"[335.22506618499756, 665.0118112564087, 672.6862125396729, 2938.7911586761475]","[151.45787641007658, 140.56170259444625, 386.6494829391599, 660.1282726125631]"
31N_4169_3944_13-2019-10-01,"[335.7860116958618, 665.615574836731, 672.6701602935791, 2937.443461418152]","[152.14709351610236, 141.37048229281618, 388.3115683519154, 659.621191076393]"
31N_4169_3944_13-2019-10-07,"[337.5077648162842, 667.2451782226562, 673.8131437301636, 2934.144055366516]","[153.93322792825072, 143.32205733168726, 392.4227354983895, 658.1264699102614]"
31N_4169_3944_13-2019-10-14,"[340.434947013855, 670.5178594589233, 677.8636293411255, 2929.4900217056274]","[156.71132409874252, 146.16709551206884, 398.4881179510862, 656.1284185525774]"
31N_4169_3944_13-2019-10-21,"[346.66013050079346, 677.0778207778931, 687.0222434997559, 2935.790651321411]","[164.1919928377022, 152.9566897406308, 411.88544034931476, 660.7667473120079]"
31N_4169_3944_13-2019-10-28,"[355.3101749420166, 685.3759212493896, 700.0569067001343, 2950.5713748931885]","[173.21010363096266, 162.66273034050977, 430.4399161896983, 667.8386038920942]"
